lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
490,bairdal01,,,1895,6,2,USA,TX,Cleburne,1976,11,27,USA,LA,Shreveport,Al,Baird,,Albert Wells,,160,69,R,R,9/10/1917,9/28/1919,,bairdal01,bairdal01,baira101,bairdal01,bairdal01
491,bairdbo01,,,1940,1,16,USA,TN,Knoxville,1974,4,11,USA,TN,Chattanooga,Bob,Baird,,Robert Allen,,195,76,L,L,9/3/1962,9/27/1963,,bairdbo01,bairdbo01,bairb101,bairdbo01,bairdbo01
492,bairddo01,,,1891,9,27,USA,MO,St. Charles,1967,6,13,USA,GA,Thomasville,Doug,Baird,,Howard Douglas,,148,69,R,R,4/18/1915,10/2/1920,,bairddo01,bairddo01,baird101,bairddo01,bairddo01
493,bakelje01,,,1864,4,17,USA,NJ,Blackwood,1915,2,17,USA,PA,Philadelphia,Jersey,Bakely,born Edward Enoch Bakley,Edward Enoch,,170,68,R,R,5/11/1883,8/20/1891,,bakelje01,bakelje01,bakej102,bakelje01,bakelje01
494,bakenda01,,,1945,3,5,USA,OH,Columbus,,,,,,,Dave,Bakenhaster,,David Lee,,168,70,R,R,6/20/1964,7/22/1964,,bakenda01,bakenda01,baked103,bakenda01,bakenda01
495,bakeral01,,,1906,2,28,USA,MS,Batesville,1982,11,6,USA,TX,Kenedy,Al,Baker,,Albert Jones,,170,71,R,R,8/20/1938,8/29/1938,,bakeral01,bakeral01,bakea101,bakeral01,bakeral01
496,bakerbi01,,,1911,2,22,USA,NC,Paw Creek,2006,4,13,USA,SC,Myrtle Beach,Bill,Baker,,William Presley,,200,72,R,R,5/4/1940,8/1/1949,,bakerbi01,bakerbi01,bakeb101,bakerbi01,bakerbi01
497,bakerbo01,,,1878,7,17,USA,NY,Troy,1940,8,17,USA,NY,New York,Bock,Baker,,Charles,Smiling Bock,181,69,,L,4/28/1901,5/13/1901,,bakerbo01,bakerbo01,bakeb102,bakerbo01,bakerbo01
498,bakerch01,,,1856,1,15,USA,MA,Sterling,1937,1,15,USA,NH,Manchester,Charlie,Baker,,Charles A.,,140,64,,,8/1/1884,8/27/1884,,bakerch01,bakerch01,bakec102,bakerch01,bakerch01
499,bakerch02,,,1952,12,6,USA,WA,Seattle,,,,,,,Chuck,Baker,,Charles Joseph,,180,71,R,R,4/7/1978,10/4/1981,Loyola Marymount,bakerch02,bakerch02,bakec101,bakerch02,bakerch02
500,bakerda01,,,1957,11,25,USA,IA,Lacona,,,,,,,Dave,Baker,,David Glenn,,185,72,L,R,9/12/1982,9/29/1982,UCLA,bakerda01,bakerda01,baked101,bakerda01,bakerda01
501,bakerde01,bakerde01m,,1892,5,3,USA,OR,Sherwood,1973,9,11,USA,TX,San Antonio,Del,Baker,,Delmer David,,176,71,R,R,4/16/1914,9/30/1916,,bakerde01,bakerde01,baked102,bakerde01,bakerde01
502,bakerdo01,,,1961,4,3,USA,CA,Fullerton,,,,,,,Doug,Baker,,Douglas Lee,,165,69,B,R,7/2/1984,4/12/1990,Arizona State,bakerdo01,bakerdo01,baked001,bakerdo01,bakerdo01
503,bakerdu01,bakerdu01m,bakerdu01h,1949,6,15,USA,CA,Riverside,,,,,,,Dusty,Baker,,Johnnie B. (Jr.),,183,74,R,R,9/7/1968,10/4/1986,American River JC,bakerdu01,bakerdu01,baked002,bakerdu01,bakerdu01
504,bakerer01,,,1875,8,8,USA,MI,Concord,1945,10,25,USA,MI,Homer,Ernie,Baker,,Earnest Gould,,160,70,R,R,8/18/1905,8/18/1905,,bakerer01,bakerer01,bakee101,bakerer01,bakerer01
505,bakerfl01,,,1916,10,10,USA,VA,Luray,2004,11,17,USA,OH,Youngstown,Floyd,Baker,,Floyd Wilson,,160,69,L,R,5/4/1943,5/4/1955,,bakerfl01,bakerfl01,bakef103,bakerfl01,bakerfl01
506,bakerfr01,,bakerfr01h,1886,3,13,USA,MD,Trappe,1963,6,28,USA,MD,Trappe,Frank,Baker,,John Franklin,Home Run,173,71,L,R,9/21/1908,9/29/1922,,bakerfr01,bakerfr01,bakef102,bakerfr01,bakerfr01
507,bakerfr02,,,1944,1,11,USA,FL,Bartow,,,,,,,Frank,Baker,,Frank,,180,70,L,R,7/27/1969,9/29/1971,,bakerfr02,bakerfr02,bakef104,bakerfr02,bakerfr02
508,bakerfr03,,,1946,10,29,USA,MS,Meridian,,,,,,,Frank,Baker,,Frank Watts,,178,74,L,R,8/9/1970,10/2/1974,,bakerfr03,bakerfr03,bakef101,bakerfr03,bakerfr03
509,bakerge02,,,1925,6,15,USA,IA,Davenport,1999,12,1,USA,IA,Davenport,Gene,Baker,,Eugene Walter,,170,73,R,R,9/20/1953,6/10/1961,,bakerge02,bakerge02,bakeg101,bakerge02,bakerge02
510,bakerge01,,,1859,,,USA,MO,St. Louis,,,,,,,George,Baker,,George F.,,162,71,,,5/24/1883,5/1/1886,,bakerge01,bakerge01,bakeg102,bakerge01,bakerge01
511,bakerho01,,,1888,3,1,USA,CT,Bridgeport,1964,1,16,USA,CT,Bridgeport,Howard,Baker,,Howard Francis,,175,71,R,R,8/11/1912,10/6/1915,,bakerho01,bakerho01,bakeh101,bakerho01,bakerho01
512,bakerja01,,,1950,5,4,USA,AL,Birmingham,,,,,,,Jack,Baker,,Jack Edward,,225,77,R,R,9/11/1976,6/8/1977,,bakerja01,bakerja01,bakej103,bakerja01,bakerja01
513,bakerje01,,,1888,6,3,USA,WA,Anderson Island,1972,9,26,USA,WA,Tacoma,Jesse,Baker,,Jesse Ormond,,188,71,L,L,4/23/1911,9/4/1911,,bakerje01,bakerje01,bakej101,bakerje01,bakerje01
514,bakerje02,,,1895,3,4,USA,OH,Cleveland,1976,7,29,USA,CA,W.Los Angeles,Jesse,Baker,born Michael Myron Silverman,Jesse,,140,64,R,R,9/14/1919,9/14/1919,,bakerje02,bakerje02,bakej104,bakerje02,bakerje02
515,bakerki01,,,1869,6,24,USA,IN,Aurora,1927,4,15,USA,KY,Covington,Kirtley,Baker,,Kirtley,Whitey,160,69,R,R,5/7/1890,6/14/1899,,bakerki01,bakerki01,bakek101,bakerki01,bakerki01
516,bakerne01,,,1904,4,30,USA,TX,Harlingen,1982,1,5,USA,TX,Houston,Neal,Baker,,Neal Vernon,,175,73,R,R,6/26/1927,7/26/1927,,bakerne01,bakerne01,baken102,bakerne01,bakerne01
517,bakerno01,,,1863,10,14,USA,PA,Philadelphia,1949,2,20,USA,NJ,Hurffville,Norm,Baker,,Norman Leslie,,,,,,5/21/1883,8/30/1890,,bakerno01,bakerno01,baken101,bakerno01,bakerno01
518,bakerph01,,,1856,9,19,USA,PA,Philadelphia,1940,6,4,USA,DC,Washington,Phil,Baker,,Philip,,152,68,L,L,5/1/1883,9/2/1886,,bakerph01,bakerph01,bakep101,bakerph01,bakerph01
519,bakersc01,,,1970,5,18,USA,CA,San Jose,,,,,,,Scott,Baker,,Scott,,175,74,L,L,7/17/1995,7/17/1995,Taft JC,bakersc01,bakersc01,bakes001,bakersc01,bakersc01
520,bakerst01,,,1956,8,30,USA,OR,Eugene,,,,,,,Steve,Baker,,Steven Byrne,,185,72,R,R,5/25/1978,9/27/1983,Grossmont JC,bakerst01,bakerst01,bakes101,bakerst01,bakerst01
521,bakerto01,,,1913,6,11,USA,TX,Nursery,1991,1,3,USA,TX,Fort Worth,Tom,Baker,,Thomas Calvin,Rattlesnake,180,73,R,R,8/15/1935,9/24/1938,,bakerto01,bakerto01,baket103,bakerto01,bakerto01
522,bakerto02,,,1934,5,6,USA,WA,Port Townsend,1980,3,9,USA,WA,Port Townsend,Tom,Baker,,Thomas Henry,,195,72,L,L,8/2/1963,9/14/1963,,bakerto02,bakerto02,baket102,bakerto02,bakerto02
523,bakertr01,,,1891,11,7,USA,OR,Pendleton,1975,3,14,USA,CA,Placerville,Tracy,Baker,,Trace Lee,,180,73,R,R,6/19/1911,6/19/1911,,bakertr01,bakertr01,baket101,bakertr01,bakertr01
524,bakopa01,,,1972,6,20,USA,LA,Lafayette,,,,,,,Paul,Bako,,Gabor Paul II,,205,74,L,R,4/30/1998,,,bakopa01,bakopa01,bakop001,bakopa01,bakopa01
525,balasmi01,,,1910,5,9,USA,MA,Lowell,1996,10,15,USA,MA,Westford,Mike,Balas,born Mitchell Francis Balaski,Mitchell Francis,,195,72,R,R,4/27/1938,4/27/1938,,balasmi01,balasmi01,balam101,balasmi01,balasmi01
526,balazjo01,,,1950,11,24,CAN,ON,Toronto,,,,,,,John,Balaz,,John Lawrence,,180,75,R,R,9/10/1974,9/28/1975,,balazjo01,balazjo01,balaj101,balazjo01,balazjo01
527,balbost01,,,1957,1,16,USA,MA,Brockton,,,,,,,Steve,Balboni,,Stephen Charles,Bye Bye,225,75,R,R,4/22/1981,10/2/1993,Eckerd,balbost01,balbost01,balbs001,balbost01,balbost01
528,balcebo01,,,1925,8,1,USA,CA,San Pedro,1990,1,4,USA,CA,San Pedro,Bobby,Balcena,,Robert Rudolph,,160,67,R,L,9/16/1956,9/29/1956,,balcebo01,balcebo01,balcb101,balcebo01,balcebo01
529,baldsja01,,,1936,10,16,USA,OH,Greenville,,,,,,,Jack,Baldschun,,Jack Edward,,175,73,R,R,4/28/1961,8/21/1970,,baldsja01,baldsja01,baldj101,baldsja01,baldsja01
530,baldwbi01,,,1951,6,9,USA,VA,Tazewell,,,,,,,Billy,Baldwin,,Robert Harvey,,175,72,L,L,7/29/1975,9/28/1976,,baldwbi01,baldwbi01,baldb101,baldwbi01,baldwbi01
531,baldwda01,,,1938,3,30,USA,AZ,Tucson,,,,,,,Dave,Baldwin,,David George,,200,74,R,R,9/6/1966,8/7/1973,,baldwda01,baldwda01,baldd101,baldwda01,baldwda01
532,baldwfr01,,,1928,12,25,USA,NJ,High Bridge,2004,11,18,USA,OH,Beaver,Frank,Baldwin,,Frank De Witt,,195,71,R,R,4/22/1953,9/5/1953,,baldwfr01,baldwfr01,baldf101,baldwfr01,baldwfr01
533,baldwha01,,,1900,6,3,USA,MD,Baltimore,1958,1,23,USA,MD,Baltimore,Harry,Baldwin,,Howard Edward,,160,71,R,R,5/4/1924,4/24/1925,,baldwha01,baldwha01,baldh101,baldwha01,baldwha01
534,baldwhe01,,,1894,6,13,USA,PA,Chadds Ford,1964,2,24,USA,PA,West Chester,Henry,Baldwin,,Henry Clay,Ted,180,71,R,R,5/22/1927,6/3/1927,,baldwhe01,baldwhe01,baldh102,baldwhe01,baldwhe01
535,baldwja01,,,1971,7,15,USA,NC,Pinehurst,,,,,,,James,Baldwin,,James (Jr.),,210,75,R,R,4/30/1995,9/29/2005,,baldwja01,baldwja01,baldj002,baldwja01,baldwja01
536,baldwje01,,,1965,9,5,USA,DE,Milford,,,,,,,Jeff,Baldwin,,Jeffrey Allen,,180,73,L,L,5/22/1990,6/4/1990,Camden CC,baldwje01,baldwje01,baldj001,baldwje01,baldwje01
537,baldwki01,,,1864,11,1,USA,KY,Newport,1897,7,10,USA,OH,Cincinnati,Kid,Baldwin,,Clarence Geoghan,,147,66,R,R,7/27/1884,9/16/1890,,baldwki01,baldwki01,baldk101,baldwki01,baldwki01
538,baldwla01,,,1859,4,8,USA,NY,Oramel,1937,3,7,USA,MI,Hastings,Lady,Baldwin,,Charles B.,,160,71,L,L,9/30/1884,6/26/1890,,baldwla01,baldwla01,baldl101,baldwla01,baldwla01
539,baldwma01,,,1863,10,29,USA,PA,Pittsburgh,1929,11,10,USA,PA,Pittsburgh,Mark,Baldwin,,Marcus Elmore,Fido,190,72,R,R,5/2/1887,9/30/1893,,baldwma01,baldwma01,baldm101,baldwma01,baldwma01
540,baldwof01,,,1881,11,3,USA,MI,Carson City,1942,2,16,USA,CA,Los Angeles,O.F.,Baldwin,,Orson F.,,185,,,R,9/6/1908,9/22/1908,,baldwo01,baldwo.01,baldo101,baldwo01,baldwo.01
541,baldwre01,,,1954,8,19,USA,MI,River Rouge,,,,,,,Reggie,Baldwin,,Reginald Conrad,,195,73,R,R,5/25/1978,9/24/1979,Grambling,baldwre01,baldwre01,baldr102,baldwre01,baldwre01
542,baldwri01,,,1953,6,1,USA,CA,Fresno,,,,,,,Rick,Baldwin,,Rickey Alan,,180,75,L,R,4/10/1975,10/2/1977,,baldwri01,baldwri01,baldr101,baldwri01,baldwri01
543,balejo01,,,1974,5,22,USA,MD,Cheverly,,,,,,,John,Bale,,,,195,76,L,L,9/30/1999,,,balejo01,balejo01,balej001,balejo01,balejo01
544,balenmi01,,,1886,7,3,USA,OK,Calumet,1955,8,4,USA,OK,Altus,Mike,Balenti,,Michael Richard,,175,71,R,R,7/19/1911,9/22/1913,,balenmi01,balenmi01,balem101,balenmi01,balenmi01
545,balesle01,,,1944,12,4,USA,CA,Los Angeles,,,,,,,Lee,Bales,,Wesley Owen,,165,70,B,R,8/7/1966,9/23/1967,,balesle01,balesle01,balel101,balesle01,balesle01
546,balfogr01,,,1977,12,30,Australia,,Sydney,,,,,,,Grant,Balfour,,,,195,74,R,R,7/22/2001,,,balfogr01,balfogr01,balfg001,balfogr01,balfogr01
547,ballar01,,,1876,4,,USA,KY,,1915,12,26,USA,IL,Chicago,Art,Ball,,Arthur Clark,,168,,,R,8/1/1894,10/15/1898,,ballar01,ballar01,balla101,ballar01,ballar01
548,ballje01,,,1969,4,17,USA,CA,Merced,,,,,,,Jeff,Ball,,,,185,70,R,R,6/10/1998,6/16/1998,Sacramento CC,ballje01,ballje01,ballj003,ballje01,ballje01
549,ballji01,,,1884,2,22,USA,MD,Harford County,1963,4,7,USA,CA,Glendale,Jim,Ball,,James Chandler,,175,71,R,R,9/21/1907,6/17/1908,,ballji01,ballji01,ballj101,ballji01,ballji01
550,ballne01,,,1881,4,22,USA,MI,Grand Haven,1957,10,15,USA,CT,Bridgeport,Neal,Ball,,Cornelius,,145,67,R,R,9/12/1907,6/30/1913,,ballne01,ballne01,balln101,ballne01,ballne01
551,ballaje01,,,1963,8,13,USA,MT,Billings,,,,,,,Jeff,Ballard,,Jeffrey Scott,,195,75,L,L,5/9/1987,7/8/1994,Stanford,ballaje01,ballaje01,ballj002,ballaje01,ballaje01
552,ballepe01,,,1894,2,6,USA,SC,Gilreath Mill,1948,12,8,USA,SC,Greenville County,Pelham,Ballenger,,Pelham Ashby,,160,71,R,R,5/7/1928,5/12/1928,,ballepe01,ballepe01,ballp101,ballepe01,ballepe01
553,balleja01,,,1960,10,6,USA,OR,Stayton,,,,,,,Jay,Baller,,Jay Scot,,215,78,R,R,9/19/1982,8/31/1992,,balleja01,balleja01,ballj001,balleja01,balleja01
554,ballima01,,,1949,1,31,USA,CA,Glendale,,,,,,,Mark,Ballinger,,Mark Alan,,205,78,R,R,8/6/1971,9/25/1971,,ballima01,ballima01,ballm101,ballima01,ballima01
555,ballowi01,,,1897,11,30,USA,KY,Mount Morgan,1963,1,30,USA,CA,San Francisco,Win,Ballou,,Noble Winfred,,170,70,R,R,8/24/1925,9/15/1929,,ballowi01,ballowi01,ballw101,ballowi01,ballowi01
556,balsato01,,,1937,11,21,USA,NY,Brooklyn,,,,,,,Tony,Balsamo,,Anthony Fred,,185,74,R,R,4/14/1962,6/26/1962,,balsato01,balsato01,balst101,balsato01,balsato01
557,bambege01,bambege01m,,1923,8,1,USA,NY,Staten Island,2004,4,4,USA,FL,North Redington Beach,George,Bamberger,,George Irvin,,175,72,R,R,4/19/1951,4/22/1959,,bambege01,bambege01,bambg101,bambege01,bambege01
558,bambeha01,,,1924,10,29,USA,PA,Lebanon,,,,,,,Hal,Bamberger,,Harold Earl,Dutch,173,72,L,R,9/15/1948,10/3/1948,,bambeha01,bambeha01,bambh101,bambeha01,bambeha01
559,banckst01,,,,,,,,,,,,,,,Stud,Bancker,,John,,,,,,4/19/1875,6/5/1875,,banckst01,banckst01,bancs101,banckst01,banckst01
560,bancrda01,bancrda01m,bancrda01h,1891,4,20,USA,IA,Sioux City,1972,10,9,USA,WI,Superior,Dave,Bancroft,,David James,Beauty,160,69,B,R,4/14/1915,5/31/1930,,bancrda01,bancrda01,bancd101,bancrda01,bancrda01
561,,bancrfr99m,,1846,5,9,USA,MA,Lancaster,1921,3,30,USA,OH,Cincinnati,Frank,Bancroft,,Francis Carter,,,,,,,,,bancrfr99,bancrfr99,bancf801,bancrfr99,bancrfr99
562,bandoch01,,,1956,2,4,USA,OH,Cleveland,,,,,,,Chris,Bando,,Christopher Michael,,195,72,B,R,8/13/1981,10/1/1989,Arizona State,bandoch01,bandoch01,bandc001,bandoch01,bandoch01
563,bandosa01,,bandosa01h,1944,2,13,USA,OH,Cleveland,,,,,,,Sal,Bando,,Salvatore Leonard,,195,72,R,R,9/3/1966,10/3/1981,,bandosa01,bandosa01,bands101,bandosa01,bandosa01
564,baneed01,,,1952,3,22,USA,IL,Chicago,,,,,,,Eddie,Bane,,Edward Norman,,160,69,R,L,7/4/1973,9/12/1976,,baneed01,baneed01,banee101,baneed01,baneed01
565,baneydi01,,,1946,11,1,USA,CA,Fullerton,,,,,,,Dick,Baney,,Richard Lee,,185,72,R,R,7/11/1969,10/2/1974,,baneydi01,baneydi01,baned101,baneydi01,baneydi01
566,banisje01,,,1965,1,15,USA,OK,Weatherford,,,,,,,Jeff,Banister,,Jeffery Todd,,200,74,R,R,7/23/1991,7/23/1991,Houston,banisje01,banisje01,banij001,banisje01,banisje01
567,bankhda01,,,1920,5,3,USA,AL,Empire,1976,5,2,USA,TX,Houston,Dan,Bankhead,,Daniel Robert,,184,73,R,R,8/26/1947,7/18/1951,,bankhda01,bankhda01,bankd101,bankhda01,bankhda01
568,bankhsc01,,,1963,7,31,USA,NC,Raleigh,,,,,,,Scott,Bankhead,,Michael Scott,,175,70,R,R,5/25/1986,7/18/1995,North Carolina,bankhsc01,bankhsc01,banks001,bankhsc01,bankhsc01
569,banksbi01,,,1874,2,26,USA,PA,Danville,1936,9,8,USA,PA,Danville,Bill,Banks,born William John Yerrick,William John,,150,71,R,R,9/27/1895,9/1/1896,,banksbi01,banksbi01,bankb102,banksbi01,banksbi01
570,banksbr01,,,1970,9,28,USA,AZ,Mesa,,,,,,,Brian,Banks,,Brian Glen,,200,75,B,R,9/9/1996,9/28/2003,Brigham Young,banksbr01,banksbr01,bankb001,banksbr01,banksbr01
571,bankser01,,bankser01h,1931,1,31,USA,TX,Dallas,,,,,,,Ernie,Banks,,Ernest,Mr. Cub,180,73,R,R,9/17/1953,9/26/1971,,bankser01,bankser01,banke101,bankser01,bankser01
572,banksge01,,,1938,9,24,USA,SC,Pacolet Mills,1985,3,1,USA,SC,Spartanburg,George,Banks,,George Edward,,185,71,R,R,4/15/1962,5/7/1966,,banksge01,banksge01,bankg101,banksge01,banksge01
573,bankswi01,,,1969,2,27,USA,NJ,Jersey City,,,,,,,Willie,Banks,,Willie Anthony,,190,73,R,R,7/31/1991,9/26/2002,,bankswi01,bankswi01,bankw001,bankswi01,bankswi01
574,banksev01,,,1893,5,25,USA,GA,Barnesville,1970,2,26,USA,GA,Griffin,Everett,Bankston,,Wilborn Everett,,180,71,L,R,8/5/1915,9/27/1915,,banksev01,banksev01,bankb101,banksev01,banksev01
575,banniji01,,,1866,,,USA,NY,New York,1952,10,14,USA,MN,St. Paul,Jim,Banning,,James M.,,150,66,L,R,9/27/1888,5/11/1889,,banniji01,banniji01,bannj102,banniji01,banniji01
576,bannial01,,,1951,9,3,USA,CA,Montebello,,,,,,,Alan,Bannister,,Alan,,170,71,R,R,7/13/1974,10/6/1985,Long Beach City Coll.,bannial01,bannial01,banna001,bannial01,bannial01
577,bannifl01,,,1955,6,10,USA,SD,Pierre,,,,,,,Floyd,Bannister,,Floyd Franklin,,190,73,L,L,4/19/1977,8/10/1992,Arizona State,bannifl01,bannifl01,bannf001,bannifl01,bannifl01
578,bannoji01,,,1871,5,5,USA,MA,Amesbury,1948,3,24,USA,NJ,Glen Rock,Jimmy,Bannon,,James Henry,Foxy Grandpa,160,65,R,R,6/15/1893,8/12/1896,,bannoji01,bannoji01,bannj101,bannoji01,bannoji01
579,bannoto01,,,1869,5,8,USA,MA,Amesbury,1950,1,26,USA,MA,Lynn,Tom,Bannon,,Thomas Edward,"Ward Six,Uncle Tom",175,68,R,R,5/10/1895,9/25/1896,,bannoto01,bannoto01,bannt101,bannoto01,bannoto01
580,bantaja01,,,1925,6,24,USA,KS,Hutchinson,2006,9,17,USA,KS,Hutchinson,Jack,Banta,,Jackie Kay,,175,74,L,R,9/18/1947,6/21/1950,,bantaja01,bantaja01,bantj101,bantaja01,bantaja01
581,baptitr01,,,1971,12,30,USA,OR,Forest Grove,,,,,,,Travis,Baptist,,,,195,72,L,R,8/1/1998,9/23/1998,Hawaii,baptitr01,baptitr01,baptt001,baptitr01,baptitr01
582,barajro01,,,1975,9,5,USA,CA,Ontario,,,,,,,Rod,Barajas,,Rodrigo Richard,,245,73,R,R,9/25/1999,,,barajro01,barajro01,barar001,barajro01,barajro01
583,barbawa01,,,1891,8,11,USA,SC,Greenville,1965,10,28,USA,SC,Greenville,Walter,Barbare,,Walter Lawrence,Dinty,162,72,R,R,9/17/1914,10/1/1922,,barbawa01,barbawa01,barbw101,barbawa01,barbawa01
584,barbare01,,,1920,6,20,USA,SC,Simpsonville,2003,9,27,USA,SC,Simpsonville,Red,Barbary,,Donald Odell,,190,75,R,R,5/22/1943,5/22/1943,,barbare01,barbare01,barbr101,barbare01,barbare01
585,barbeja01,,,1882,6,10,USA,NY,New York,1969,9,10,USA,WI,Milwaukee,Jap,Barbeau,,William Joseph,,140,65,R,R,9/27/1905,5/2/1910,,barbeja01,barbeja01,barbj101,barbeja01,barbeja01
586,barbeda01,,,1905,5,7,USA,NC,Greensboro,1968,7,1,USA,NC,Albemarle,Dave,Barbee,,David Monroe,,178,71,R,R,7/29/1926,9/25/1932,,barbeda01,barbeda01,barbd101,barbeda01,barbeda01
587,barbebr02,,,1973,3,4,USA,OH,Hamilton,,,,,,,Brian,Barber,,Brian Scott,,175,73,R,R,8/12/1995,8/1/1999,,barbebr02,barbebr02,barbb002,barbebr02,barbebr02
588,barbech01,,,1854,,,USA,PA,Philadelphia,1910,11,23,USA,PA,Philadelphia,Charlie,Barber,,Charles D.,,148,70,R,R,4/17/1884,8/10/1884,,barbech01,barbech01,barbc101,barbech01,barbech01
589,barbest01,,barbest01h,1938,2,22,USA,MD,Takoma Park,2007,2,4,USA,NV,Henderson,Steve,Barber,,Stephen David,,195,72,L,L,4/21/1960,7/31/1974,,barbest01,barbest01,barbs102,barbest01,barbest01
590,barbest02,,,1948,3,13,USA,MI,Grand Rapids,,,,,,,Steve,Barber,,Steven Lee,,190,73,R,R,4/9/1970,5/6/1971,,barbest02,barbest02,barbs101,barbest02,barbest02
591,barbetu01,,,1893,7,9,USA,TN,Lavinia,1968,10,20,USA,TN,Milan,Turner,Barber,,Tyrus Turner,,170,71,L,R,8/19/1915,4/30/1923,,barbetu01,barbetu01,barbt101,barbetu01,barbetu01
592,barbefr01,,,1882,2,3,USA,NY,Newtown,1965,5,1,USA,FL,Ocala,Frank,Barberich,,Frank Frederick,,175,70,B,R,9/17/1907,6/16/1910,,barbefr01,barbefr01,barbf101,barbefr01,barbefr01
593,barbebr01,,,1967,8,16,USA,CA,Long Beach,,,,,,,Bret,Barberie,,Bret Edward,,185,71,B,R,6/16/1991,6/22/1996,USC,barbebr01,barbebr01,barbb001,barbebr01,barbebr01
594,barbiji01,,,1941,9,15,USA,NY,Schenectady,,,,,,,Jim,Barbieri,,James Patrick,,155,67,L,R,7/5/1966,9/24/1966,,barbiji01,barbiji01,barbj102,barbiji01,barbiji01
595,barcelo01,,,1977,8,10,D.R.,,San Pedro de Macoris,,,,,,,Lorenzo,Barcelo,,,,230,76,R,R,7/22/2000,4/19/2002,,barcelo01,barcelo01,barcl001,barcelo01,barcelo01
596,barclcu01,,,1931,8,22,USA,IL,Chicago,1985,3,25,USA,MT,Missoula,Curt,Barclay,,Curtis Cordell,,210,75,R,R,4/21/1957,4/16/1959,,barclcu01,barclcu01,barcc101,barclcu01,barclcu01
597,barclge01,,,1876,5,16,USA,PA,Millville,1909,4,3,USA,PA,Philadelphia,George,Barclay,,George Oliver,Deerfoot,162,70,,R,4/17/1902,5/30/1905,,barclge01,barclge01,barcg101,barclge01,barclge01
598,barera01,,,1949,4,15,USA,FL,Miami,1994,3,29,USA,FL,Miami,Ray,Bare,,Raymond Douglas,,185,74,R,R,7/30/1972,5/3/1977,,barera01,barera01,barer101,barera01,barera01
599,barfije01,,,1959,10,29,USA,IL,Joliet,,,,,,,Jesse,Barfield,,Jesse Lee,,200,73,R,R,9/3/1981,6/17/1992,,barfije01,barfije01,barfj001,barfije01,barfije01
600,barfijo01,,,1964,10,15,USA,AR,Pine Bluff,,,,,,,John,Barfield,,John David,,185,73,L,L,9/7/1989,8/1/1991,Oklahoma City,barfijo01,barfijo01,barfj002,barfijo01,barfijo01
601,barfocl01,,,1891,7,8,USA,VA,Richmond,1971,3,11,USA,CA,Highland Park,Clyde,Barfoot,,Clyde Raymond,Foots,170,72,R,R,4/13/1922,5/24/1926,,barfocl01,barfocl01,barfc101,barfocl01,barfocl01
602,bargagr01,,,1959,1,27,USA,CA,Inglewood,,,,,,,Greg,Bargar,,Greg Robert,,185,74,R,R,7/17/1983,10/2/1986,Arizona,bargagr01,bargagr01,bargg001,bargagr01,bargagr01
603,bargecy01,,,1885,5,18,USA,KY,Jamestown,1964,9,23,USA,KY,Columbia,Cy,Barger,,Eros Bolivar,,160,72,L,R,8/30/1906,10/2/1915,,bargecy01,bargecy01,bargc101,bargecy01,bargecy01
604,barkbr01,,,1968,8,26,USA,MD,Baltimore,,,,,,,Brian,Bark,,Brian Stuart,,170,69,L,L,7/6/1995,9/8/1995,North Carolina State,barkbr01,barkbr01,barkb001,barkbr01,barkbr01
605,barkeal01,,,1839,1,18,USA,IN,Lost Creek,1912,9,15,USA,IL,Rockford,Al,Barker,,Alfred L,,,,,,6/1/1871,6/1/1871,,barkeal01,barkeal01,barka101,barkeal01,barkeal01
606,barkegl01,,,1971,5,10,USA,NY,Albany,,,,,,,Glen,Barker,,,,180,70,B,R,4/7/1999,10/7/2001,,barkegl01,barkegl01,barkg001,barkegl01,barkegl01
607,barkeke01,,,1975,7,26,USA,VA,Bristol,,,,,,,Kevin,Barker,,,,195,74,L,L,8/19/1999,,Washington State,barkeke01,barkeke01,barkk001,barkeke01,barkeke01
608,barkele01,,,1955,7,7,USA,KY,Fort Knox,,,,,,,Len,Barker,,Leonard Harold (III),,225,77,R,R,9/14/1976,9/26/1987,,barkele01,barkele01,barkl001,barkele01,barkele01
609,barkera01,,,1936,3,12,USA,WV,Martinsburg,,,,,,,Ray,Barker,,Raymond Herrell,Buddy,192,72,L,R,9/13/1960,5/21/1967,,barkera01,barkera01,barkr102,barkera01,barkera01
610,barkeri01,,,1972,10,29,USA,MA,Revere,,,,,,,Richie,Barker,,,,210,74,R,R,4/25/1999,5/5/1999,,barkeri01,barkeri01,barkr001,barkeri01,barkeri01
611,barkean01,,,1974,9,5,USA,FL,Miami,,,,,,,Andy,Barkett,,,,205,73,L,L,5/28/2001,6/24/2001,,barkean01,barkean01,barka001,barkean01,barkean01
612,barklbr01,,,1975,12,8,USA,TX,Conroe,,,,,,,Brian,Barkley,,,,180,74,L,L,5/28/1998,9/27/1998,,barklbr01,barklbr01,barkb002,barklbr01,barklbr01
613,barklje01,,,1959,11,21,USA,NC,Hickory,,,,,,,Jeff,Barkley,,Jeffrey Carver,,185,75,B,R,9/16/1984,7/26/1985,Citadel,barklje01,barklje01,barkj001,barklje01,barklje01
